"Crash.ID","State","Month","Year","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.LGA.Name.2017","Christmas.Period","Easter.Period","Age.Group","Time.of.day"
20133106,"Qld",5,2013,"Single","No","No","No","70","Driver","Male",51,NA,"No","No","40_to_64","Day"
20135026,"WA",5,2013,"Multiple","No","No","No","50","Motorcycle rider","Male",74,NA,"No","No","65_to_74","Night"
20133037,"Qld",5,2013,"Multiple","No","No","No","100","Motorcycle rider","Male",53,NA,"No","No","40_to_64","Day"
20132062,"Vic",5,2013,"Single","No","No","No","60","Pedestrian","Male",88,NA,"No","No","75_or_older","Night"
20135102,"WA",5,2013,"Single","No","No","No","110","Driver","Male",55,NA,"No","No","40_to_64","Day"
20133225,"Qld",5,2013,"Single","No","No","No","80","Driver","Male",67,NA,"No","No","65_to_74","Day"
20133003,"Qld",5,2013,"Multiple","Yes","No","No","60","Driver","Female",68,NA,"No","No","65_to_74","Day"
20131195,"NSW",5,2013,"Single","No","No","Yes","60","Driver","Male",63,NA,"No","No","40_to_64","Night"
20135020,"WA",5,2013,"Single","No","No","No","110","Driver","Male",27,NA,"No","No","26_to_39","Day"
20131033,"NSW",5,2013,"Single","No","No","No","90","Motorcycle rider","Male",69,NA,"No","No","65_to_74","Day"
20133125,"Qld",5,2013,"Multiple","No","No","No","100","Motorcycle rider","Male",22,NA,"No","No","17_to_25","Day"
20132004,"Vic",5,2013,"Single","No","No","No","100","Driver","Female",81,NA,"No","No","75_or_older","Day"
20131122,"NSW",5,2013,"Multiple","No","Yes","No","100","Driver","Male",25,NA,"No","No","17_to_25","Day"
20133001,"Qld",5,2013,"Single","No","No","No","80","Pedestrian","Male",23,NA,"No","No","17_to_25","Night"
20135058,"WA",5,2013,"Multiple","No","No","No","100","Pedestrian","Male",41,NA,"No","No","40_to_64","Night"
20132128,"Vic",5,2013,"Multiple","No","Yes","No","60","Driver","Male",77,NA,"No","No","75_or_older","Day"
20133227,"Qld",5,2013,"Multiple","No","No","No","100","Driver","Female",61,NA,"No","No","40_to_64","Day"
20137010,"NT",5,2013,"Single","No","No","Yes","110","Pedestrian","Male",32,NA,"No","No","26_to_39","Day"
20131122,"NSW",5,2013,"Multiple","No","Yes","No","100","Passenger","Female",22,NA,"No","No","17_to_25","Day"
20131268,"NSW",5,2013,"Multiple","No","No","No","50","Pedestrian","Male",85,NA,"No","No","75_or_older","Night"
20135044,"WA",5,2013,"Single","No","No","No","60","Other/-9","Female",60,NA,"No","No","40_to_64","Day"
20132106,"Vic",5,2013,"Single","No","No","No","110","Driver","Male",66,NA,"No","No","65_to_74","Day"
20135139,"WA",5,2013,"Multiple","No","No","No","60","Motorcycle rider","Male",57,NA,"No","No","40_to_64","Day"
20131163,"NSW",5,2013,"Single","No","No","No","100","Driver","Male",80,NA,"No","No","75_or_older","Day"
20133235,"Qld",5,2013,"Single","No","No","No","100","Driver","Male",41,NA,"No","No","40_to_64","Day"
20134084,"SA",5,2013,"Single","No","No","No","50","Pedestrian","Male",72,NA,"No","No","65_to_74","Day"
20134062,"SA",5,2013,"Multiple","No","No","No","100","Driver","Male",58,NA,"No","No","40_to_64","Day"
20132186,"Vic",5,2013,"Single","No","No","No","60","Pedestrian","Female",79,NA,"No","No","75_or_older","Day"
20131166,"NSW",5,2013,"Multiple","No","No","No","60","Motorcycle rider","Male",62,NA,"No","No","40_to_64","Day"
20132064,"Vic",5,2013,"Multiple","No","No","No","100","Driver","Female",64,NA,"No","No","40_to_64","Day"
20132064,"Vic",5,2013,"Multiple","No","No","No","100","Driver","Female",48,NA,"No","No","40_to_64","Day"
20135128,"WA",5,2013,"Multiple","No","No","No","50","Pedal cyclist","Male",63,NA,"No","No","40_to_64","Day"
20132092,"Vic",4,2013,"Multiple","No","No","No","100","Driver","Female",83,NA,"No","No","75_or_older","Day"
20133022,"Qld",4,2013,"Single","No","No","No","100","Driver","Female",31,NA,"No","No","26_to_39","Day"
20135030,"WA",4,2013,"Single","No","No","No","60","Pedestrian","Male",68,NA,"No","No","65_to_74","Day"
20131095,"NSW",4,2013,"Multiple","No","No","Yes","80","Motorcycle rider","Male",46,NA,"No","No","40_to_64","Day"
20131054,"NSW",4,2013,"Single","No","No","No","110","Driver","Male",19,NA,"No","No","17_to_25","Night"
20135014,"WA",4,2013,"Multiple","No","No","No","60","Motorcycle rider","Male",26,NA,"No","No","26_to_39","Day"
20131315,"NSW",4,2013,"Multiple","No","Yes","No","70","Pedestrian","Male",41,NA,"No","No","40_to_64","Night"
20133096,"Qld",4,2013,"Single","No","No","No","80","Motorcycle rider","Male",25,NA,"No","No","17_to_25","Day"
20133063,"Qld",4,2013,"Multiple","No","No","Yes","100","Driver","Male",32,NA,"No","No","26_to_39","Day"
20135092,"WA",4,2013,"Single","No","No","No","110","Motorcycle rider","Male",66,NA,"No","No","65_to_74","Day"
20133217,"Qld",4,2013,"Single","No","No","No","100","Motorcycle rider","Male",66,NA,"No","No","65_to_74","Day"
20132201,"Vic",4,2013,"Single","No","No","No","100","Driver","Female",69,NA,"No","No","65_to_74","Day"
20133048,"Qld",4,2013,"Multiple","No","No","Yes","80","Driver","Male",85,NA,"No","No","75_or_older","Day"
20131200,"NSW",4,2013,"Single","No","No","No","60","Motorcycle rider","Male",23,NA,"No","No","17_to_25","Day"
20135104,"WA",4,2013,"Multiple","No","No","Yes","110","Driver","Female",71,NA,"No","No","65_to_74","Day"
20132179,"Vic",4,2013,"Multiple","No","Yes","No","60","Driver","Female",22,NA,"No","No","17_to_25","Day"
20133243,"Qld",4,2013,"Multiple","No","No","No","60","Driver","Female",52,NA,"No","No","40_to_64","Night"
20131287,"NSW",4,2013,"Single","No","No","No","100","Passenger","Male",18,NA,"No","No","17_to_25","Day"
20131240,"NSW",4,2013,"Single","No","No","No","50","Pedestrian","Male",91,NA,"No","No","75_or_older","Day"
20135042,"WA",4,2013,"Multiple","No","No","No","100","Driver","Male",32,NA,"No","No","26_to_39","Day"
20137001,"NT",4,2013,"Single","No","No","No","80","Passenger","Male",54,NA,"No","No","40_to_64","Night"
20133135,"Qld",4,2013,"Multiple","No","No","No","60","Driver","Male",49,NA,"No","No","40_to_64","Day"
20137019,"NT",4,2013,"Single","No","No","No","130","Driver","Female",27,NA,"No","No","26_to_39","Day"
20132162,"Vic",4,2013,"Single","No","No","No","100","Driver","Female",42,NA,"No","No","40_to_64","Day"
20131201,"NSW",4,2013,"Multiple","No","No","No","100","Passenger","Female",86,NA,"No","No","75_or_older","Day"
20131294,"NSW",4,2013,"Multiple","No","No","No","100","Motorcycle rider","Female",50,NA,"No","Yes","40_to_64","Day"
20132088,"Vic",4,2013,"Single","No","No","No","110","Passenger","Male",21,NA,"No","Yes","17_to_25","Night"
20132173,"Vic",4,2013,"Single","No","No","No","100","Motorcycle rider","Male",64,NA,"No","No","40_to_64","Day"
20131098,"NSW",4,2013,"Single","No","No","Yes","110","Pedestrian","Male",46,NA,"No","No","40_to_64","Night"
20133118,"Qld",4,2013,"Multiple","No","No","No","100","Motorcycle rider","Male",35,NA,"No","No","26_to_39","Night"
20137030,"NT",4,2013,"Multiple","No","No","No","80","Pedestrian","Female",51,NA,"No","No","40_to_64","Day"
20131174,"NSW",4,2013,"Single","No","No","No","80","Driver","Male",18,NA,"No","No","17_to_25","Day"
20133223,"Qld",4,2013,"Single","No","No","No","60","Pedestrian","Male",3,NA,"No","No","0_to_16","Day"
20132031,"Vic",4,2013,"Multiple","No","No","No","50","Motorcycle rider","Male",32,NA,"No","No","26_to_39","Day"
20133041,"Qld",4,2013,"Single","No","No","No","50","Pedestrian","Male",90,NA,"No","No","75_or_older","Day"
20133089,"Qld",4,2013,"Multiple","No","No","No","90","Driver","Male",30,NA,"No","No","26_to_39","Day"
20132116,"Vic",4,2013,"Single","No","No","No","100","Pedestrian","Male",55,NA,"No","No","40_to_64","Night"
20133203,"Qld",4,2013,"Single","No","No","No","60","Motorcycle rider","Male",41,NA,"No","No","40_to_64","Night"
20133093,"Qld",4,2013,"Multiple","No","No","No","70","Passenger","Female",82,NA,"No","No","75_or_older","Day"
20131059,"NSW",4,2013,"Multiple","Yes","No","No","60","Motorcycle rider","Male",55,NA,"No","No","40_to_64","Day"
20132013,"Vic",4,2013,"Single","No","No","No","60","Pedestrian","Male",85,NA,"No","No","75_or_older","Night"
20131176,"NSW",4,2013,"Single","No","No","No","90","Driver","Female",21,NA,"No","No","17_to_25","Day"
20132105,"Vic",4,2013,"Single","No","No","No","60","Pedestrian","Male",28,NA,"No","No","26_to_39","Night"
20132001,"Vic",4,2013,"Single","No","No","No","100","Driver","Male",19,NA,"No","No","17_to_25","Day"
20133069,"Qld",4,2013,"Multiple","No","No","No","100","Passenger","Male",76,NA,"No","No","75_or_older","Day"
20132092,"Vic",4,2013,"Multiple","No","No","No","100","Driver","Female",62,NA,"No","No","40_to_64","Day"
20131075,"NSW",4,2013,"Single","No","No","No","50","Pedestrian","Female",7,NA,"No","No","0_to_16","Day"
20132052,"Vic",4,2013,"Multiple","No","Yes","No","100","Driver","Male",19,NA,"No","No","17_to_25","Day"
20131050,"NSW",4,2013,"Multiple","No","No","No","100","Driver","Male",39,NA,"No","No","26_to_39","Night"
20133089,"Qld",4,2013,"Multiple","No","No","No","90","Driver","Male",56,NA,"No","No","40_to_64","Day"
20133164,"Qld",4,2013,"Single","No","No","No","60","Motorcycle rider","Male",25,NA,"No","No","17_to_25","Night"
20134060,"SA",4,2013,"Multiple","No","Yes","No","60","Pedestrian","Male",43,NA,"No","No","40_to_64","Day"
20133142,"Qld",4,2013,"Multiple","No","No","No","100","Driver","Male",20,NA,"No","No","17_to_25","Night"
20132072,"Vic",4,2013,"Multiple","No","No","No","100","Motorcycle rider","Female",46,NA,"No","No","40_to_64","Day"
20133142,"Qld",4,2013,"Multiple","No","No","No","100","Passenger","Male",19,NA,"No","No","17_to_25","Night"
20131004,"NSW",4,2013,"Multiple","No","No","No","100","Motorcycle rider","Male",54,NA,"No","No","40_to_64","Day"
20133179,"Qld",4,2013,"Multiple","No","No","No","60","Driver","Male",70,NA,"No","No","65_to_74","Night"
20131100,"NSW",4,2013,"Single","No","No","No","100","Driver","Male",25,NA,"No","No","17_to_25","Day"
20134053,"SA",4,2013,"Single","No","No","No","40","Motorcycle rider","Male",32,NA,"No","No","26_to_39","Night"
20136022,"Tas",4,2013,"Multiple","No","No","No","60","Motorcycle rider","Male",16,NA,"No","No","0_to_16","Day"
20131245,"NSW",4,2013,"Multiple","No","No","Yes","100","Driver","Male",26,NA,"No","No","26_to_39","Night"
20132050,"Vic",4,2013,"Single","No","No","No","80","Passenger","Female",67,NA,"No","No","65_to_74","Day"
20131081,"NSW",4,2013,"Single","No","No","No","100","Driver","Male",38,NA,"No","No","26_to_39","Night"
20134027,"SA",4,2013,"Single","No","No","No","100","Driver","Male",40,NA,"No","No","40_to_64","Day"
20132088,"Vic",4,2013,"Single","No","No","No","110","Passenger","Male",31,NA,"No","Yes","26_to_39","Night"
20133066,"Qld",4,2013,"Single","No","No","No","110","Driver","Male",48,NA,"No","No","40_to_64","Day"
20137005,"NT",4,2013,"Single","No","No","No","60","Driver","Male",37,NA,"No","No","26_to_39","Night"
20132197,"Vic",4,2013,"Multiple","No","No","Yes","100","Driver","Female",53,NA,"No","No","40_to_64","Night"
20131115,"NSW",4,2013,"Single","No","No","No","50","Driver","Male",41,NA,"No","No","40_to_64","Night"
20132006,"Vic",4,2013,"Multiple","No","No","Yes","100","Driver","Male",51,NA,"No","No","40_to_64","Day"
20131298,"NSW",4,2013,"Multiple","No","Yes","No","60","Driver","Male",42,NA,"No","No","40_to_64","Night"
20132001,"Vic",4,2013,"Single","No","No","No","100","Passenger","Female",46,NA,"No","No","40_to_64","Day"
20135124,"WA",4,2013,"Single","No","No","No","80","Driver","Male",63,NA,"No","No","40_to_64","Night"
20131277,"NSW",4,2013,"Multiple","No","No","No","110","Driver","Male",86,NA,"No","No","75_or_older","Night"
20131076,"NSW",4,2013,"Single","No","No","No","100","Driver","Female",57,NA,"No","No","40_to_64","Night"
20131181,"NSW",4,2013,"Single","No","No","No","60","Passenger","Female",15,NA,"No","No","0_to_16","Night"
20135001,"WA",4,2013,"Multiple","No","Yes","No","70","Driver","Male",23,NA,"No","No","17_to_25","Night"
20133048,"Qld",4,2013,"Multiple","No","No","Yes","80","Passenger","Female",83,NA,"No","No","75_or_older","Day"
20133167,"Qld",4,2013,"Single","No","No","No","100","Driver","Male",62,NA,"No","No","40_to_64","Night"
20134013,"SA",4,2013,"Multiple","No","No","No","90","Pedestrian","Male",41,NA,"No","Yes","40_to_64","Day"
20131111,"NSW",4,2013,"Single","No","No","No","50","Driver","Male",23,NA,"No","No","17_to_25","Night"
20131277,"NSW",4,2013,"Multiple","No","No","No","110","Passenger","Female",78,NA,"No","No","75_or_older","Night"
20133209,"Qld",4,2013,"Single","No","No","No","100","Driver","Male",21,NA,"No","No","17_to_25","Night"
20133024,"Qld",4,2013,"Single","No","No","No","100","Driver","Male",37,NA,"No","No","26_to_39","Day"
20131250,"NSW",4,2013,"Single","No","No","No","50","Motorcycle pillion passenger","Male",30,NA,"No","No","26_to_39","Night"
20137017,"NT",4,2013,"Multiple","No","No","No","80","Pedestrian","Male",74,NA,"No","No","65_to_74","Night"
20131276,"NSW",3,2013,"Single","No","No","No","100","Motorcycle rider","Male",38,NA,"No","No","26_to_39","Day"
20136033,"Tas",3,2013,"Multiple","No","No","No","80","Driver","Female",27,NA,"No","No","26_to_39","Night"
20133007,"Qld",3,2013,"Multiple","Yes","No","No","100","Driver","Female",50,NA,"No","No","40_to_64","Day"
20133054,"Qld",3,2013,"Multiple","No","No","No","100","Driver","Female",19,NA,"No","Yes","17_to_25","Night"
20135008,"WA",3,2013,"Single","No","No","No","110","Driver","Male",23,NA,"No","No","17_to_25","Day"
20133131,"Qld",3,2013,"Single","No","No","No","100","Driver","Male",22,NA,"No","No","17_to_25","Night"
20135073,"WA",3,2013,"Single","No","No","No","80","Motorcycle rider","Male",60,NA,"No","No","40_to_64","Day"
20132060,"Vic",3,2013,"Single","No","No","No","100","Passenger","Male",22,NA,"No","No","17_to_25","Night"
20132104,"Vic",3,2013,"Single","No","No","No","100","Driver","Male",44,NA,"No","No","40_to_64","Night"
20133054,"Qld",3,2013,"Multiple","No","No","No","100","Driver","Female",32,NA,"No","Yes","26_to_39","Night"
20135114,"WA",3,2013,"Single","No","No","No","110","Driver","Male",39,NA,"No","No","26_to_39","Day"
20132060,"Vic",3,2013,"Single","No","No","No","100","Passenger","Male",18,NA,"No","No","17_to_25","Night"
20131083,"NSW",3,2013,"Single","No","No","No","70","Motorcycle rider","Male",48,NA,"No","No","40_to_64","Day"
20133114,"Qld",3,2013,"Multiple","No","No","No","100","Passenger","Female",23,NA,"No","No","17_to_25","Day"
20132075,"Vic",3,2013,"Single","No","No","No",NA,"Motorcycle rider","Male",27,NA,"No","No","26_to_39","Day"
20131191,"NSW",3,2013,"Single","No","No","No","100","Driver","Male",21,NA,"No","No","17_to_25","Night"
20132096,"Vic",3,2013,"Single","No","No","No","100","Driver","Male",57,NA,"No","No","40_to_64","Day"
20131284,"NSW",3,2013,"Single","No","No","No","80","Driver","Male",37,NA,"No","No","26_to_39","Night"
20136004,"Tas",3,2013,"Single","No","No","No","80","Driver","Female",51,NA,"No","Yes","40_to_64","Day"
20131041,"NSW",3,2013,"Multiple","No","No","No","60","Passenger","Male",17,NA,"No","Yes","17_to_25","Night"
20131061,"NSW",3,2013,"Multiple","No","No","No","90","Driver","Female",19,NA,"No","No","17_to_25","Day"
20131009,"NSW",3,2013,"Multiple","No","No","No","60","Motorcycle pillion passenger","Female",22,NA,"No","No","17_to_25","Night"
20131018,"NSW",3,2013,"Multiple","No","No","No","100","Driver","Female",50,NA,"No","No","40_to_64","Day"
20132095,"Vic",3,2013,"Single","No","No","No","40","Motorcycle rider","Male",19,NA,"No","No","17_to_25","Night"
20135046,"WA",3,2013,"Single","No","No","No",NA,"Motorcycle rider","Male",29,NA,"No","Yes","26_to_39","Day"
20132150,"Vic",3,2013,"Multiple","No","No","No","70","Motorcycle rider","Male",32,NA,"No","No","26_to_39","Night"
20133159,"Qld",3,2013,"Multiple","No","No","No","100","Driver","Female",46,NA,"No","No","40_to_64","Day"
20132002,"Vic",3,2013,"Multiple","No","No","Yes","110","Driver","Female",38,NA,"No","No","26_to_39","Night"
20132066,"Vic",3,2013,"Multiple","No","No","No","80","Motorcycle rider","Male",25,NA,"No","No","17_to_25","Day"
20134081,"SA",3,2013,"Multiple","No","No","Yes","110","Driver","Male",22,NA,"No","Yes","17_to_25","Night"
20131252,"NSW",3,2013,"Multiple","No","No","No","50","Motorcycle rider","Male",30,NA,"No","No","26_to_39","Day"
20134081,"SA",3,2013,"Multiple","No","No","Yes","110","Passenger","Female",22,NA,"No","Yes","17_to_25","Night"
20135060,"WA",3,2013,"Single","No","No","No","110","Passenger","Female",63,NA,"No","No","40_to_64","Day"
20136001,"Tas",3,2013,"Single","No","No","No","100","Motorcycle rider","Male",25,NA,"No","Yes","17_to_25","Night"
20131086,"NSW",3,2013,"Single","No","No","No","100","Motorcycle rider","Male",35,NA,"No","No","26_to_39","Day"
20133110,"Qld",3,2013,"Multiple","No","No","No","110","Passenger","Female",27,NA,"No","No","26_to_39","Night"
20132216,"Vic",3,2013,"Multiple","No","No","No","70","Driver","Male",92,NA,"No","No","75_or_older","Day"
20134020,"SA",3,2013,"Single","No","No","No","100","Driver","Male",22,NA,"No","No","17_to_25","Night"
20131015,"NSW",3,2013,"Single","No","No","No","100","Driver","Male",65,NA,"No","No","65_to_74","Day"
20134045,"SA",3,2013,"Single","No","No","No","50","Driver","Male",27,NA,"No","Yes","26_to_39","Night"
20131024,"NSW",3,2013,"Multiple","No","Yes","No","80","Driver","Male",62,NA,"No","No","40_to_64","Day"
20131227,"NSW",3,2013,"Single","No","No","No","70","Passenger","Male",33,NA,"No","No","26_to_39","Night"
20131306,"NSW",3,2013,"Multiple","No","No","No","50","Motorcycle rider","Male",43,NA,"No","No","40_to_64","Day"
20138001,"ACT",3,2013,"Single","No","No","No","80","Driver","Female",26,NA,"No","No","26_to_39","Night"
20132165,"Vic",3,2013,"Multiple","No","No","Yes","100","Driver","Female",29,NA,"No","No","26_to_39","Day"
20138006,"ACT",3,2013,"Single","No","No","No","60","Motorcycle pillion passenger","Female",43,NA,"No","No","40_to_64","Night"
20133143,"Qld",3,2013,"Single","No","No","No","100","Motorcycle rider","Male",41,NA,"No","Yes","40_to_64","Day"
20134037,"SA",3,2013,"Single","No","No","No","100","Passenger","Male",17,NA,"No","Yes","17_to_25","Night"
20134029,"SA",3,2013,"Single","No","No","No","100","Passenger","Female",55,NA,"No","No","40_to_64","Day"
20133226,"Qld",3,2013,"Multiple","No","No","No","100","Driver","Male",55,NA,"No","No","40_to_64","Night"
20134017,"SA",3,2013,"Single","No","No","No","100","Motorcycle rider","Male",40,NA,"No","No","40_to_64","Day"
20131130,"NSW",3,2013,"Multiple","No","No","No","70","Pedal cyclist","Male",9,NA,"No","No","0_to_16","Night"
20132033,"Vic",3,2013,"Multiple","No","No","No","100","Driver","Male",64,NA,"No","No","40_to_64","Day"
20133240,"Qld",3,2013,"Single","No","No","No","80","Driver","Male",52,NA,"No","No","40_to_64","Night"
20131221,"NSW",3,2013,"Multiple","No","No","No","50","Pedal cyclist","Male",39,NA,"No","No","26_to_39","Day"
20134082,"SA",3,2013,"Single","No","No","No","50","Driver","Male",90,NA,"No","No","75_or_older","Day"
20134029,"SA",3,2013,"Single","No","No","No","100","Driver","Male",47,NA,"No","No","40_to_64","Day"
20132017,"Vic",3,2013,"Single","No","No","No","60","Driver","Male",23,NA,"No","No","17_to_25","Night"
20132022,"Vic",3,2013,"Multiple","No","No","No","80","Driver","Male",22,NA,"No","No","17_to_25","Day"
20131136,"NSW",3,2013,"Single","No","No","No","80","Pedal cyclist","Female",60,NA,"No","No","40_to_64","Night"
20131213,"NSW",3,2013,"Single","No","No","No","100","Motorcycle rider","Male",57,NA,"No","No","40_to_64","Day"
20133121,"Qld",3,2013,"Single","No","No","No","100","Driver","Male",64,NA,"No","No","40_to_64","Night"
20133122,"Qld",3,2013,"Single","No","No","No","100","Driver","Female",40,NA,"No","No","40_to_64","Day"
20131156,"NSW",3,2013,"Single","No","No","No","80","Driver","Male",21,NA,"No","No","17_to_25","Night"
20131006,"NSW",3,2013,"Multiple","No","No","Yes","110","Driver","Male",41,NA,"No","No","40_to_64","Day"
20136025,"Tas",3,2013,"Single","No","No","No","100","Driver","Male",61,NA,"No","No","40_to_64","Night"
20133117,"Qld",3,2013,"Multiple","No","No","Yes","80","Motorcycle rider","Male",23,NA,"No","No","17_to_25","Day"
20135089,"WA",3,2013,"Multiple","No","No","No","110","Passenger","Male",66,NA,"No","Yes","65_to_74","Day"
20131143,"NSW",3,2013,"Single","No","No","No","100","Driver","Male",43,NA,"No","No","40_to_64","Day"
20135110,"WA",3,2013,"Single","No","No","Yes","100","Pedestrian","Male",21,NA,"No","Yes","17_to_25","Night"
20134008,"SA",3,2013,"Multiple","No","No","No","110","Driver","Male",20,NA,"No","No","17_to_25","Day"
20132045,"Vic",3,2013,"Multiple","No","No","No","60","Driver","Male",83,NA,"No","No","75_or_older","Day"
20134004,"SA",3,2013,"Single","No","No","No","90","Driver","Male",20,NA,"No","No","17_to_25","Day"
20131152,"NSW",3,2013,"Single","No","No","No","60","Pedestrian","Male",74,NA,"No","Yes","65_to_74","Night"
20132098,"Vic",3,2013,"Multiple","No","No","No","100","Motorcycle rider","Male",41,NA,"No","No","40_to_64","Day"
20132193,"Vic",3,2013,"Single","No","No","No","80","Pedestrian","Female",35,NA,"No","No","26_to_39","Night"
20133185,"Qld",3,2013,"Multiple","No","No","No","100","Driver","Female",59,NA,"No","No","40_to_64","Day"
20134087,"SA",3,2013,"Single","No","Yes","No","60","Pedestrian","Male",74,NA,"No","No","65_to_74","Day"
20131104,"NSW",3,2013,"Single","No","No","No","100","Driver","Female",33,NA,"No","No","26_to_39","Day"
20134007,"SA",3,2013,"Single","No","No","No","50","Pedestrian","Female",40,NA,"No","No","40_to_64","Night"
20134040,"SA",3,2013,"Multiple","No","No","No","80","Driver","Female",48,NA,"No","No","40_to_64","Day"
20132135,"Vic",3,2013,"Single","No","No","No","70","Motorcycle rider","Male",25,NA,"No","No","17_to_25","Night"
20132114,"Vic",3,2013,"Single","No","No","No","100","Motorcycle rider","Male",63,NA,"No","No","40_to_64","Day"
20138002,"ACT",3,2013,"Multiple","No","No","No","80","Passenger","Male",84,NA,"No","No","75_or_older","Day"
20131123,"NSW",3,2013,"Single","No","No","No","80","Driver","Male",20,NA,"No","No","17_to_25","Day"
20131149,"NSW",3,2013,"Multiple","No","No","No","60","Passenger","Female",83,NA,"No","No","75_or_older","Day"
20131073,"NSW",3,2013,"Multiple","No","No","No","60","Passenger","Male",46,NA,"No","No","40_to_64","Night"
20133046,"Qld",3,2013,"Single","No","No","No","80","Driver","Female",18,NA,"No","No","17_to_25","Night"
20131126,"NSW",3,2013,"Single","No","No","No","100","Driver","Male",22,NA,"No","No","17_to_25","Day"
20132007,"Vic",3,2013,"Single","No","No","No","80","Driver","Female",84,NA,"No","No","75_or_older","Night"
20131025,"NSW",3,2013,"Single","No","No","No","110","Driver","Male",23,NA,"No","No","17_to_25","Day"
20132168,"Vic",3,2013,"Multiple","No","No","No","50","Motorcycle rider","Male",33,NA,"No","Yes","26_to_39","Day"
20135041,"WA",3,2013,"Single","No","No","No","110","Driver","Male",18,NA,"No","No","17_to_25","Day"
20132018,"Vic",3,2013,"Single","No","No","No","80","Pedestrian","Female",13,NA,"No","No","0_to_16","Day"
20133064,"Qld",3,2013,"Single","No","No","No","100","Passenger","Female",15,NA,"No","No","0_to_16","Day"
20132145,"Vic",3,2013,"Multiple","No","No","No","40","Pedestrian","Female",14,NA,"No","Yes","0_to_16","Day"
20133102,"Qld",3,2013,"Single","No","No","No","100","Driver","Male",29,NA,"No","Yes","26_to_39","Day"
20134055,"SA",3,2013,"Single","No","No","No","110","Driver","Female",54,NA,"No","No","40_to_64","Day"
20131288,"NSW",3,2013,"Single","No","No","No","80","Driver","Female",65,NA,"No","No","65_to_74","Day"
20134080,"SA",3,2013,"Single","No","No","No","50","Passenger","Female",15,NA,"No","No","0_to_16","Night"
20133007,"Qld",3,2013,"Multiple","Yes","No","No","100","Passenger","Female",22,NA,"No","No","17_to_25","Day"
20131138,"NSW",3,2013,"Single","No","No","No","80","Passenger","Female",23,NA,"No","No","17_to_25","Day"
20133116,"Qld",3,2013,"Multiple","No","No","No","100","Driver","Male",21,NA,"No","No","17_to_25","Day"
20134083,"SA",3,2013,"Single","No","No","No","110","Passenger","Male",51,NA,"No","No","40_to_64","Day"
20132049,"Vic",3,2013,"Multiple","Yes","No","No","110","Pedal cyclist","Male",52,NA,"No","Yes","40_to_64","Day"
20131263,"NSW",2,2013,"Single","No","No","No","70","Driver","Male",57,NA,"No","No","40_to_64","Day"
20133224,"Qld",2,2013,"Single","No","No","No","100","Passenger","Male",8,NA,"No","No","0_to_16","Day"
20132206,"Vic",2,2013,"Multiple","No","No","No","100","Driver","Female",66,NA,"No","No","65_to_74","Day"
20132103,"Vic",2,2013,"Multiple","No","No","No","100","Driver","Female",67,NA,"No","No","65_to_74","Day"
20131194,"NSW",2,2013,"Single","No","No","No","50","Pedestrian","Male",33,NA,"No","No","26_to_39","Night"
20132222,"Vic",2,2013,"Single","No","No","No","100","Passenger","Female",30,NA,"No","No","26_to_39","Day"
20131109,"NSW",2,2013,"Single","No","No","No","60","Pedestrian","Male",58,NA,"No","No","40_to_64","Night"
20135109,"WA",2,2013,"Multiple","No","Yes","No","70","Driver","Female",22,NA,"No","No","17_to_25","Day"
20135061,"WA",2,2013,"Single","No","No","No","60","Pedestrian","Male",18,NA,"No","No","17_to_25","Night"
20135054,"WA",2,2013,"Single","No","No","No","70","Driver","Male",43,NA,"No","No","40_to_64","Night"
20132172,"Vic",2,2013,"Single","No","No","No","60","Pedestrian","Female",42,NA,"No","No","40_to_64","Night"
20133108,"Qld",2,2013,"Single","No","No","No","70","Pedal cyclist","Male",70,NA,"No","No","65_to_74","Day"
20134052,"SA",2,2013,"Single","No","No","No","60","Pedestrian","Female",77,NA,"No","No","75_or_older","Day"
20133124,"Qld",2,2013,"Single","No","No","No","100","Driver","Male",51,NA,"No","No","40_to_64","Day"
20133104,"Qld",2,2013,"Single","No","No","No","100","Driver","Male",77,NA,"No","No","75_or_older","Day"
20133019,"Qld",2,2013,"Single","No","No","No","100","Passenger","Female",27,NA,"No","No","26_to_39","Day"
20132154,"Vic",2,2013,"Single","No","No","No","80","Pedestrian","Male",73,NA,"No","No","65_to_74","Night"
20132200,"Vic",2,2013,"Single","No","No","No","100","Driver","Female",21,NA,"No","No","17_to_25","Day"
20132196,"Vic",2,2013,"Multiple","No","No","No","100","Driver","Male",75,NA,"No","No","75_or_older","Day"
20133095,"Qld",2,2013,"Single","No","No","No","100","Motorcycle rider","Male",47,NA,"No","No","40_to_64","Day"
20135003,"WA",2,2013,"Single","No","No","No","50","Pedestrian","Male",65,NA,"No","No","65_to_74","Day"
20131074,"NSW",2,2013,"Single","No","No","No","100","Driver","Male",70,NA,"No","No","65_to_74","Day"
20131180,"NSW",2,2013,"Multiple","No","No","No","60","Motorcycle rider","Female",81,NA,"No","No","75_or_older","Day"
20132054,"Vic",2,2013,"Multiple","No","Yes","No","100","Driver","Female",59,NA,"No","No","40_to_64","Day"
20133101,"Qld",2,2013,"Single","No","Yes","No","100","Pedestrian","Male",27,NA,"No","No","26_to_39","Night"
